model,seed,img_size,batch_size,num_epochs,classes,train_samples,test_samples,final_train_accuracy,final_test_accuracy,final_test_loss,num_parameters,total_training_time_seconds,average_epoch_time_seconds,average_inference_time_seconds,average_inference_time_ms,inference_num_images,inference_batch_size,inference_device,runtime_env,device,torch_version,python_version,cuda_available,cuda_version,gpu_name,gpu_count,platform_system,platform_release,hostname,colab_tpu,colab_gpu_tier,colab_session_note
resnet50_transfer_imagenet_augmented,42,224,32,20,"Balloon, Chicken, Egg (Food)",1200,300,0.9958333333333332,0.96,0.143319736419556,23514179,298.2231321334839,14.910941159725189,0.0028272627285722,2.8272627285722205,300,32,cuda,colab,cuda,2.10.0+cu128,3.12.13,True,12.8,Tesla T4,1,Linux,6.6.113+,56388a9f7ab4,False,unknown,not_set
